Tweet,Classification
Actually I knew paranoid schizophrenic dope smokers that were incredibly violent. Not all alcohol drinkers are violent so as you say all drugs have a negative effect. Moderation! https://t.co/ZcHhLiV86P,0
[schizo] Auditory System Target Engagement During Plasticity-Based Interventions in Schizophrenia: A Focus on Modulation of N-Methyl-D-Aspartate-Type Glutamate Receptor Function. https://t.co/usQ69ePYND,0
And the only way to deal with a situation is by treating people the same way you have been treated from a psychotic person. And we don't even deserve to be treated like that !!,0
"@KEEMSTAR @JohnScarce Can you leave @KEEMSTAR? 

Nobody likes psychotic gnomes that base their content around YouTube gossip",2
"Mental Health Cases Rise In Nigeria, Six Out of 20 Illnesses Are Schizophrenia – Prof. Omigbogun https://t.co/30IQXpQkaf https://t.co/9YdyisYwnt",0
"@ReallySwara @sonamakapoor U r more psychotic dan a rapist to make a child's misfortune n pain look like a communal issue.
I am ashamed that u r a woman. Please leave this nation for ppl like u r only capable of breaking it. 
Recall ur statement abt women",2
"Fear becomes paranoia, paranoia ultimately psychosis. ???? ?? ???? ?? ??? ???? ??? ????? ??? ? ??",
THATS THE POINT OF IT https://t.co/WJKegwAanp,0
@mrjamesob @LBC Mrs May has had a fixation about immigration which is bordering on the psychotic.,2
Hillary Goes Into Psychotic Rage In India – Finally Confirms What She’s ... https://t.co/roJi2vV2Vw,2
I'm simply brain..... https://t.co/42PkDDQAd1,0
"Early stages of schizophrenia can be treated with nutrients found in Brussels sprouts, shellfish, and oranges.. Around two million Americans suffer from schizophrenia, and its a frustrating chronic mental illness that is marked with disabling symptoms... https://t.co/MWiixSnZdB",0
@1776Stonewall https://t.co/7KOdgkgYBL,
tweet still relevant https://t.co/RUO4kkHln6,0
"@BigShot_Boss @dimplesz_7 1.) CRAZY
2.) CRAZY AS FUCK 
3.) PSYCHOTIC 
????????????",2
"@shaypageee @JorianHolka It's about time travel, no it's about psychosis, no it's a superhero movie, no it's a movie about a higher power and sacrifice. Watch this.

https://t.co/l6b9EQKbFP",0
@TheRickWilson I had an aunt once who had schizophrenia. That's when I learned the frustrating futility of logical arguments with genuinely mentally ill people.  I guess our whole country is learning that futility now. ??,0
"@trusssssmidaddy No I didn't write the Instagram comment, but my posting it here obviously shows that I, in my professional capacity, endorse the diagnosis as I myself have posted some in past times. Cee-c ticks 6 out of 8 boxes for a psychotic patient. S",0
"My sister Brittni told me a couple in times in history she has been doing the RFID - Radio Frequency Identification Fake Schizophrenia on me, hold up her Hollywood friends Wee-Man and John C. Reilly must have needed the date rape drug in me, oh shit how did I end up at 50 hotels.",1
Pukimak betul la perangai serupa anjing. Jenis mulut bawang tu patut kena depression lepastu psychosis hari2 dgr suara suruh bunuh diri baru tau langit tinggi rendah. Mulut macam pantat basi.,
@DeborahPatriot The Uranium deal is a total joke...Bigger joke than Benghazi. You guys always dwell on such stupid shit that it takes all your credibility away... The Benghazi fixation was just psychotic after 6 years straight of same story.FLIMSY...was i,1
"@whitewolf2226 Awesome! Psychotic women may drain your bank account, slash your tires and burn your house to the ground....but damn they're fun to hang with! I'd go further with that idea but this is a public forum! ??",2
"@ChampSays_ I don't think a degree is necessary, not everyone is academic and that doesn't mean they're stupid. But people with known mental health issues should not be voting. My mom had a patient w schizophrenia who voted for Brexit cus she was told the",2
"@ceofBaes emotions have power. when you imagine an argument with an imaginary enemy, your will makes them real. this is twitter, the land of resentful psychosis",1
"@dreasans 'powerpoint psychosis' ist ein wundervolles Wort, dass wir in unseren Wortschatz integrieren sollten ;) https://t.co/SltEGFFNWk",
Well considering I have 0 addiction and no severe psychotic issues I believe I’m doing pretty good https://t.co/zgBAcxk0IU,0
mental illness isn’t going anywhere https://t.co/8b4RGkuTpb,0
"You supported T boss and now you're supporting CeeC too?

Haaaaa Bros/Aunty you just confirmed you're manipulative, toxic and psychotic....

There's definitely something messed up about you but you've not been told.

Thank me for this free psychiatric diagnosis. ??????",2
"#authors,  #IrvingKirsch, #MargaretPaul, An expert's panel discussion on  Antidepressants,  #MentalIllness,  #MentalHealth,  #Depression,  #Schizophrenia, #MentalIllnessSchizophrenia, #Medication,  #Antidepressant,https://t.co/3sMhC0HRYV",0
"To the bastards in power playing god. How many deaths have you swept under the carpet, since you started releasing viruses, till you had to start giving out vaccines to protect yourselves, you psychotic evil bastards",2
Can excessive #marijuana use #lead to psychosis? ?? https://t.co/vYYur0vdlD via @rightrelevance via @globeandmail,0
"Interesting, goes to show what happens when you mess with the chemistry of the body.  #ChiropractorsKalispell #Exercise 
Exercise: Intense Exercise May Prevent Weight Gain Among Those Taking Anti-Psychotic... https://t.co/YyoSVewbph",0
Great project and book by past gallery exhibitor @louisquail - #Schizophrenia #mentalhealth https://t.co/k6VXJ9a4kX,0
"@Jorrit_Br @bapao83 @CryptoGat Totally agree, what kind of team they are to onboard psychotic people with shady reputation ? This is both a marketing and governance mistake IMO",2
"He also states that women don't advance in tech because they're ""fatally compromised with victimology psychosis,""",2
@sciencebeta Psychosis may precede increase in BMI etc rather than other way around. Chicken or egg?,0
@WayneDupreeShow Psychotic dirty cop....,2
@amaran_chibimon HSKSJSKS I LOVE SUCH PSYCHOTIC SUPPORTIVE FRIENDS,1
It's so sad to watch trump spiral farther down into the depths of dementia. https://t.co/e1EkfGWoKP,0
"@Buddha_Bird86 Says every non-psychotic parent, ever! https://t.co/IH40wH85Ml",0
Soylent Green https://t.co/erPoBGl7IL,0
@rche_habbo @busraven @S4TU_ @BurdocksHabbo Dj psychotic x aka Sam what busra said x ppl brought it as well who played habbo xx,
@Katie97531200 @joss_prior @teresamaryclark @lisasevern @Sweetlouise3 @Giuliana_London @keithmarks5 @Resisting_Hate @stonewalluk @natachakennedy @vickyjane64 @PinkNews @StaceyFurUK @roathparkprm The vast majority of women know that women do not have penis,2
@_jordanlcm I do. Psychotic no dick inflamist garbage person,2
@ArizonaKayte @FlyingJayDee This guy is psychotic. We should send the @FBI a referral on him as a potential mass murderer.,2
@KobokoGCFR Which mumu double ?????? We are saying someone is psychotic! You are defending her.,1
@SenatorShaheen You people are absolutely psychotic,1
@PalmerReport He is doing very well in helping America recover from many years of neglect.  You Trump haters are getting a bit psychotic for me.  2018,2
I'm fucked up in the head you can call me crazy... But I'm not psychotic lunatic who has lost my mind and am no longer sane.... I am not crazy like society believes. I am crazy only because you are all so fuckin pathetic and weak. So useless and average.. Y'all brainwashed.,2
International Psychiatric Congress in Cuba. “Psychosocial Treatment for Schizophrenia: evidences in Residential Mental Healh Services”. - https://t.co/Q4pnrWQe8J,0
Thanks to @Miriam_Verghese for her quote of the day... “are you ok today? You seem a bit psychotic...”,2
Cee-c has catatonic schizophrenia.she needs a psychiatrist.,0
"I can't get over how psychotic Hakyeon, Taekwoon and Hongbin looked in the vid, like their faces are stoic yet their eyes give off all the vibe of the venom within the honey.",2
"""[A]ge, higher BMI, and more severe #psychotic symptoms were negatively associated with cortical thickness and brain activation... [H]igher IQ showed positive associations. In addition, substance use was negatively associated with measures of brain volume and brain wiring."" https://t.co/Zzt3YPhs4v",0
"@sughosh_v @TheArcherIsIn Yeah but that's not about serial killers now, is it? 
I don't think I've ever gone beyond Mary Higgins Clark in that psychotic killer department *heebie jeebies*",2
"Again, the liberal psychosis goes too far. If we give up our nation's heroes in the name of safe spaces, we also give up the very things that made Jefferson and the other Founding Fathers so great, reason, logic & a shared history. #MAGAVictoryFund https://t.co/1vlmsPlCrT",1
"""What drives a man to kill the family that he loves?"" The question posed to the jury in the trial of a schizophrenic dad who suffocated his wife and drowned his children: https://t.co/IgUmstRE0n @LivEchonews",0
"@IffaFarahin “Gila/insane” is such a broad term. Society usually use that to refer to those yg schizophrenic. I don’t think it’s important to know whether these people gila or not, what i know is they sick and they need treatment.",0
"the liberal psychotic media is beyond the pale of disgusting, here we are in history when north and south Korea are talking ENDING A 68yr conflict and these asswipes are trotting out some lying used-up sleazy whore! there is NO TRUE JOURNALISM around, save for a few outlets https://t.co/1Z9CHd47oT",2
"whereas shambuk is concerned
i am trying2find out whether there r any traces
of psychotic traumas in this man
BTW
naturally according2him
There cannot be any
""Musalmanatva"" terrorism
For obvious reasons
@Shubhrastha",1
"I have scanned the slides of many talks posted on the Twitter recently and I would like to propose, for a certain condition approached by speakers and presenters, the term ""powerpoint psychosis""",1
"@Nathan_Wind @ESPNcricinfo When you can't counter with anything sane, resort to such jibes. But seriously you are showing signs of EO schizo.",2
"After nyong mag-welga sa Broadway, nag call kayo ng boycott for Alden, now wishing that TV Ads will back out is one manipulative, psychotic move. 

PATAWA KAYO. 

Daig nyo pa nagtatrabaho sa perya sa mga circus acts nyo. 

Lack of reality and reasoning. 

Pweeeeeee! 

#ANAYS ??",
Researchers exploring potential of #supplement to help #schizophrenia https://t.co/wJkZbWQmz8 #health,0
#Responsible - https://t.co/1FvRGZBoY0,0
"@40calBulleit @JuliaGoolia9 @LucindaSese @Freedomloving4 @laureniscooking Holmes (Aurora) may have been psychotic.

Richard Dear, Dylann Roof, and the Austin bomber were terrorists, politically-motivated assassins.

Lumping them all into the ""mental illne",0
Psychotic behavior https://t.co/o02QaOJXcb,1
"@sagarikaghose No superpower can keep a tab on
Modi.modi is not that material.
Fear psychosis is being spread
By fame hungry media like you",1
"@NSWUfrogman I’ve concluded it’s a real psychosis- some call it TDS - Trump Derangement Syndrome: unfounded phobias, paranoia, obsession with Trump ever since HRC lost; all in USA, world, our children are going bad due to evil Trump. TDS is aided by lefti",1
Sodium benzoate to help treat #schizophrenia. #braindisease https://t.co/dvj4KsnJnq,0
@myloveistruex3 @MermaidKay @amanda_gullesh Omg yes let's get psychotic,1
Every time i get up to go to the bathroom my coworker stares at me and freaks out bc she thinks I’m going to a secret meeting she’s not invited to. Imagine being that psychotic.,2
"@warrenellis Probably not as bad as the military deployment of PP. Double the psychosis, double the fun. https://t.co/T7ktzsZSZE",2
